TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.example.Sistema.Sistema,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,185,0.3,3,59,267,192166,1683215622589,0.9212598425196851,1111111111111111110000111111111111110001111111111111111111111111111111111111111111111111111111100011111111111111111111111111111,0.9454545454545454,1111111111111111111111111111111001111111101111111111111,1.0,111111111111111111111111,0,0,15,2,0.9239130434782609,11111111111111111110000111111110011111111111101111111111111111111111111111111111111111111111,0.6166666666666667,110000000111001101101111111101101111101101101100110111010010,1.0,1111111111111111111111111111,0.8928571428571429,1111011101111111111110111111,0.9454545454545454,1111111111111111111111111111111001111111101111111111111
