TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.example.SmartDevice.SmartCamera,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,115,0.3,3,22,53,119341,1683215622606,0.967741935483871,1111111111111111111110111111111,1.0,11111111111111111111111,1.0,1111,0,0,4,3,0.5411764705882353,1111111111111111111111111111111111111111111111000000000000000000000000000000000000000,0.5769230769230769,01010111011000010111111010,1.0,111111111111,0.9166666666666666,111110111111,1.0,11111111111111111111111
